time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-01T07:27:11.478Z,37.7929,-114.3087,4.4,0.7,ml,5,175.65,0.211,0.1946,nn,nn00688952,2019-07-01T20:13:57.212Z,"19km SE of Pioche, Nevada",earthquake,,3.8,0,1,reviewed,nn,nn
2019-07-01T07:26:30.180Z,37.5952,-115.2633,11.2,1.6,ml,7,204.61,0.946,0.21,nn,nn00688903,2019-07-01T07:30:18.219Z,"27km NNW of Alamo, Nevada",earthquake,,4,,,automatic,nn,nn
2019-07-01T07:26:16.206Z,37.7813,-114.3119,0,1.3,ml,16,63.77,0.218,0.141,nn,nn00688902,2019-07-01T20:10:51.642Z,"20km SE of Pioche, Nevada",earthquake,,0,0.38,8,reviewed,nn,nn
2019-07-01T07:23:43.540Z,33.8206667,-117.0155,12.94,0.46,ml,13,93,0.1129,0.3,ci,ci38438599,2019-07-01T07:29:30.976Z,"7km NW of San Jacinto, CA",earthquake,0.6,1.76,0.056,9,automatic,ci,ci
2019-07-01T07:17:56.500Z,18.0278,-67.084,6,1.95,md,3,146,0.0333,0.05,pr,pr2019182005,2019-07-01T11:36:22.516Z,"1km SSW of Palmarejo, Puerto Rico",earthquake,0.69,1.16,0.2,3,reviewed,pr,pr
2019-07-01T07:13:23.880Z,36.5771675,-121.1538315,3.51,1.1,md,6,164,0.02599,0.02,nc,nc73204246,2019-07-01T08:05:03.934Z,"5km N of Pinnacles, CA",earthquake,0.55,0.81,0.13,6,automatic,nc,nc
2019-07-01T07:05:07.630Z,36.7072,-116.2845,6.1,-0.3,ml,15,75.89,0.059,0.27,nn,nn00688901,2019-07-01T07:28:11.024Z,"47km ESE of Beatty, Nevada",earthquake,,1.2,,,automatic,nn,nn
2019-07-01T07:04:46.470Z,40.6465,-121.8125,9.6,0.76,md,8,169,0.1036,0.03,nc,nc73204241,2019-07-01T18:38:02.678Z,"18km NW of Viola, CA",earthquake,0.47,0.68,0.129,7,reviewed,nc,nc
2019-07-01T07:02:12.935Z,66.2897,-157.2027,5.4,1.9,ml,,,,0.51,ak,ak0198d3znjh,2019-07-01T07:05:22.201Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-07-01T07:00:45.056Z,37.7819,-114.3237,0,0.8,ml,5,127.87,0.212,0.0971,nn,nn00688948,2019-07-01T19:46:07.180Z,"19km SE of Pioche, Nevada",earthquake,,0,0.32,2,reviewed,nn,nn
2019-07-01T06:54:24.260Z,19.6851,-65.2591,47,3.59,md,13,325,1.6042,0.4,pr,pr2019182004,2019-07-01T08:10:41.719Z,"152km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,3.87,22.32,0.39,11,reviewed,pr,pr
2019-07-01T06:54:19.950Z,38.8148346,-122.824501,1.91,0.66,md,15,65,,0.05,nc,nc73204236,2019-07-01T07:40:03.796Z,"7km NW of The Geysers, CA",earthquake,0.28,0.46,0.22,3,automatic,nc,nc
2019-07-01T06:48:25.013Z,37.7755,-114.3205,0,1.3,ml,14,84.46,0.219,0.1941,nn,nn00688899,2019-07-01T19:46:06.339Z,"20km SE of Pioche, Nevada",earthquake,,0,0.34,7,reviewed,nn,nn
2019-07-01T06:44:09.965Z,37.7745,-114.3169,0,1,ml,10,84.49,0.221,0.1622,nn,nn00688897,2019-07-01T19:42:57.614Z,"20km SE of Pioche, Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2019-07-01T06:25:15.948Z,64.3451,-159.0956,20,1.4,ml,,,,1.11,ak,ak0198d3j5my,2019-07-01T06:30:35.245Z,"97km ENE of Unalakleet, Alaska",earthquake,,1,,,automatic,ak,ak
2019-07-01T06:23:07.299Z,37.7876,-114.318,2.3,2.3,ml,29,63.81,0.21,0.1919,nn,nn00688894,2019-07-01T06:58:06.388Z,"19km SE of Pioche, Nevada",earthquake,,1.5,0.28,12,reviewed,nn,nn
2019-07-01T06:16:27.350Z,34.0678329,-117.4954987,5.03,1.16,ml,26,118,0.04979,0.1,ci,ci38438591,2019-07-01T06:22:20.557Z,"5km SW of Fontana, CA",earthquake,0.45,0.42,0.25,6,automatic,ci,ci
2019-07-01T06:07:47.270Z,36.5291667,-121.121,4.78,0.7,md,12,103,0.05527,0.12,nc,nc73204231,2019-07-02T01:58:04.575Z,"2km E of Pinnacles, CA",earthquake,0.3,1.68,0.096,8,reviewed,nc,nc
2019-07-01T06:04:52.840Z,33.4523333,-116.5695,9.73,0.5,ml,19,105,0.05032,0.16,ci,ci38438567,2019-07-01T06:10:34.947Z,"15km SE of Anza, CA",earthquake,0.35,0.53,0.14,11,automatic,ci,ci
2019-07-01T05:51:30.650Z,45.8656667,-111.3535,3.95,1.58,ml,11,89,0.301,0.11,mb,mb80350284,2019-07-01T13:48:36.820Z,"1km WNW of Manhattan, Montana",earthquake,0.45,9.06,0.094,7,reviewed,mb,mb
2019-07-01T05:51:27.390Z,38.8361664,-122.7866669,1.84,0.92,md,15,86,,0.04,nc,nc73204226,2019-07-01T07:11:03.630Z,"6km WNW of Cobb, CA",earthquake,0.26,0.5,0.07,3,automatic,nc,nc
2019-07-01T05:50:35.307Z,37.7718,-114.3239,0.3,1.4,ml,9,125.35,0.22,0.1814,nn,nn00688893,2019-07-01T19:39:43.091Z,"20km SSE of Pioche, Nevada",earthquake,,3.1,0.71,4,reviewed,nn,nn
2019-07-01T05:39:34.790Z,33.353,-116.388,8.07,0.64,ml,21,156,0.08803,0.21,ci,ci38438559,2019-07-01T13:41:21.678Z,"11km N of Borrego Springs, CA",earthquake,0.45,1.12,0.143,13,reviewed,ci,ci
2019-07-01T05:33:07.159Z,10.4738,-86.0743,10,4.5,mb,,131,1.118,0.44,us,us700047w7,2019-07-01T23:40:36.384Z,"46km W of Sardinal, Costa Rica",earthquake,6.5,1.9,0.045,142,reviewed,us,us
2019-07-01T05:31:07.480Z,37.1188,-116.9442,6.9,0.8,ml,23,107.16,0.169,0.22,nn,nn00688891,2019-07-01T05:53:11.557Z,"28km NW of Beatty, Nevada",earthquake,,20.4,,,automatic,nn,nn
2019-07-01T05:24:50.394Z,37.7673,-114.3326,1.4,0.6,ml,5,172.95,0.219,0.0581,nn,nn00688945,2019-07-01T19:39:44.187Z,"20km SSE of Pioche, Nevada",earthquake,,15.8,0,1,reviewed,nn,nn
2019-07-01T05:16:47.530Z,37.1937,-115.0483,21.4,1.6,ml,23,80.53,0.712,0.27,nn,nn00688889,2019-07-01T05:32:31.697Z,"21km SSE of Alamo, Nevada",earthquake,,2.3,,,automatic,nn,nn
2019-07-01T05:08:53.250Z,37.0888,-116.1913,1.6,1.3,ml,6,176.58,0.155,0.36,nn,nn00688888,2019-07-01T05:18:17.807Z,"54km ENE of Beatty, Nevada",earthquake,,29.2,,,automatic,nn,nn
2019-07-01T05:08:24.370Z,37.788,-114.3024,2.5,2,ml,22,64.6,0.218,0.2377,nn,nn00688886,2019-07-01T19:33:21.191Z,"20km SE of Pioche, Nevada",earthquake,,1.6,0.36,11,reviewed,nn,nn
